File,Start,End,Center1,Center2,group,steady_start,steady_end,f0,f1,f2,f3,f4
b13aw,117.0,439.0,209.0,207.0,children,154.9,261.1,213.04627230402014,912.3696761137497,2662.1512085219806,4304.800161165803,5345.538026433168
b14aw,115.0,358.0,202.0,166.0,children,143.9,224.1,205.23208384807612,932.1046767814502,1291.6009642496574,3302.4860842242806,5581.888410168666
b15aw,76.0,388.0,128.0,117.0,children,76.0,174.0,258.94688486396734,809.1722016271676,1359.4584496492841,3423.4303242034816,4948.737326212208
b16aw,160.0,527.0,254.0,247.0,children,189.9,311.1,204.78595358780746,767.3906265237848,1599.1120805358119,3780.767839282509,5450.419573035847
b17aw,72.0,387.0,195.0,165.0,children,128.0,232.0,260.7706547678256,886.4475999488262,1277.6835621323166,3174.7093409165604,4558.279693006069
b18aw,105.0,374.0,223.0,211.0,children,172.6,261.4,246.48696693084852,1002.494353469285,1845.0073494218798,3193.89574499311,4346.482309708711
b19aw,80.0,374.0,128.0,144.0,children,87.5,184.5,225.76555312344345,968.2412013378037,1936.7629263569222,3060.067471286693,4588.037327403045
b21aw,106.0,482.0,256.0,241.0,children,186.5,310.5,240.24048986926772,903.1256833610157,2579.301635078588,4704.840325659414,5228.318386885312
b22aw,133.0,517.0,208.0,188.2,children,134.7,261.5,252.0909402916985,816.2825805936864,1949.0553050381504,3178.8732948715106,4817.420084850991
b23aw,168.0,481.0,229.0,203.5,children,168.0,267.9,274.43718523989475,1025.0479202799224,1115.8197679579694,3538.5641221392934,5100.250690118781
b24aw,114.0,310.0,176.0,145.9,children,128.6,193.3,209.21106716634108,890.3335628337991,1956.3146654585332,3630.654673886474,5213.040779403317
b25aw,115.0,455.0,179.0,146.9,children,115.0,219.0,218.468831936262,806.179663090951,1382.4606823621207,3809.7855412450085,5516.667158752155
b26aw,87.0,449.0,160.0,133.4,children,87.0,206.4,221.08890804364384,711.3183336490633,1303.838640936305,3453.2639983618865,5114.1512332885995
b27aw,103.0,353.0,127.0,126.7,children,103.0,168.1,216.02892127279222,835.9485010527527,1292.9677531139575,3399.0384843455786,5189.58923363605
b28aw,93.0,360.0,144.0,122.9,children,93.0,177.5,187.04280951121203,778.8567129615789,1716.5407912838255,3848.13558933913,5122.521511823772
b29aw,92.0,397.0,157.0,135.4,children,95.9,196.5,218.45483953571858,982.4127112111365,1729.630810030207,3561.2891180515567,5298.870512913407
g01aw,126.0,475.0,176.0,184.0,children,126.0,237.6,242.5175626674042,944.0190718505568,1431.2527271816698,3761.2318879945433,5131.754333617112
g02aw,111.0,360.0,152.0,176.0,children,122.9,205.1,219.36608363539455,833.0781439755262,1472.1134901902717,3534.909736239453,4404.95463133347
g04aw,128.0,558.0,299.0,287.0,children,222.0,363.9,244.18281324459764,982.673998512348,1446.2507912934484,3395.7124608116933,5055.431264202271
g05aw,174.0,542.0,235.0,254.0,children,183.8,305.2,209.75503551009555,1012.1163444343522,1710.916762398258,3570.08828122763,5104.009270681607
g06aw,150.0,450.0,247.0,250.0,children,199.0,298.0,225.00181191465853,1045.8530528555796,1219.9299606442016,2768.1597423334874,4301.407027178903
g07aw,127.0,469.0,305.0,326.0,children,259.1,371.9,233.09253420062984,787.957154363981,1473.8171827727147,2628.041070734053,4121.258883540805
g08aw,187.0,564.0,322.0,360.0,children,278.8,403.2,269.153456262418,855.4402912828239,1455.0692122192677,3497.325231003589,4348.405676348272
g09aw,72.0,497.0,160.0,168.0,children,93.9,234.1,298.9969454612511,984.1867004451411,1470.094940733866,3314.8173479048282,4806.098691682384
g10aw,99.0,384.0,170.0,170.0,children,123.0,217.0,230.21294457072054,880.552217246864,1508.0728354694402,3863.989615177876,4302.9771491757165
g11aw,153.0,533.0,260.0,293.0,children,213.8,339.2,231.7650115849369,1003.9413755466769,1434.6117958386167,3229.925312111846,5199.308336837565
g12aw,95.0,418.0,266.0,249.0,children,204.2,310.8,238.0997646636077,968.8110924147823,1670.5115550913688,3546.6871335973688,4645.638807875235
g13aw,133.0,472.0,269.0,257.0,children,207.1,318.9,237.07502412576278,839.5840652686214,1350.6738109867208,3561.742767923653,5330.088643771189
g14aw,100.0,432.0,210.0,290.0,children,195.2,304.8,210.16364679770157,934.885157216238,1154.4029017694388,3128.5821332677374,5024.184172494761
g15aw,83.0,443.0,197.0,232.0,children,155.1,273.9,238.5821798662429,1146.4594293579355,3236.038340828747,4021.0451418212288,5752.792034757794
g17aw,141.0,432.0,177.0,172.8,children,141.0,222.9,236.44238573580668,901.832598930315,1504.4782253574979,3631.5797212461302,4959.518626070917
g18aw,153.0,594.0,230.0,211.2,children,153.0,293.4,214.7348853887499,892.6575008579225,1320.5043227963129,3609.6669741640294,5271.400810684253
g19aw,100.0,318.0,136.0,122.9,children,100.0,165.4,220.10456693697805,875.8126810230668,1290.747905689864,3710.756768447878,4654.799445831599
g20aw,120.0,394.0,178.6,141.1,children,120.0,205.1,257.43144383682187,957.7357797995573,1236.5195698648713,3561.065317470476,4321.631211043319
g21aw,116.0,375.0,165.1,154.6,children,117.1,202.6,218.36616756528446,819.237928892847,1403.0652711596804,3791.3014632539757,4736.777713063676
m01eh,172.8,438.3,226.0,257.0,men,197.7,285.3,170.32063115318869,609.4882880223074,1911.6354024144182,2589.9971576701314,2799.3448383884247
m02eh,144.0,311.0,164.0,176.0,men,144.0,197.6,108.93233747390627,539.6875220967868,1874.2806916940715,2418.3893929249575,3415.4888379453773
m03eh,154.0,438.0,279.0,256.0,men,220.6,314.4,94.23113417448707,554.0304630884392,1705.4364160485172,2401.5334611796216,3594.812398056033
m04eh,78.0,307.0,151.0,209.0,men,142.2,217.8,126.6546748825457,681.2210945054344,1589.7644488248852,2591.396792825905,3735.2836941102432
m06eh,63.0,240.0,119.0,122.0,men,91.3,149.7,121.11836112022932,560.2517952909492,1812.243096071875,2590.732234167606,3558.9250740232224
m07eh,88.0,285.0,128.0,192.0,men,127.5,192.5,104.32066709683396,577.2045622658172,1894.1243334286535,2676.642758162037,3916.089881508825
m08eh,97.0,336.0,122.0,144.0,men,97.0,172.4,127.55254528384587,607.1236840074865,1755.286737323892,2448.930430010165,3666.0239578061337
m09eh,127.0,366.0,212.0,210.0,men,171.6,250.4,124.99835214035477,574.4117915900235,1727.3915132105863,2655.5345470698803,3587.8514271196036
m10eh,117.0,303.0,150.0,152.0,men,120.3,181.7,155.58443774701394,609.1299425921983,1745.6766141602825,2704.0788126002494,3776.436059765761
m11eh,131.0,392.0,237.0,270.0,men,210.4,296.6,145.80251636521487,587.0889908414953,1718.8824149239974,2517.519510459599,3731.4566225537073
m13eh,82.0,285.0,144.0,124.0,men,100.5,167.5,102.58458125787222,599.4119077803088,1841.2109521480634,2627.691580336287,3565.220090630149
m14eh,80.0,311.0,128.0,139.0,men,95.4,171.6,110.27427176465012,588.4696145095724,1818.3389337505876,2619.8100126157387,3749.994686507367
m16eh,58.0,214.0,85.0,84.0,men,58.8,110.2,147.99055570105352,542.7624121830404,1716.3402349792689,2498.7029237281804,3010.7651372707423
m17eh,84.0,265.0,190.0,189.0,men,159.6,219.4,137.95144636644497,540.8607174593013,1780.4453278774,2429.1568410795685,3924.6253930465355
m18eh,142.0,312.0,170.0,188.0,men,150.9,207.0,134.7483290981086,618.265453292641,1832.18936540301,2720.4808249694674,3495.5080962010998
m19eh,98.0,283.0,110.0,136.0,men,98.0,153.5,150.10753386052247,572.9375248472576,1826.017612490621,2684.223411815932,3657.1450680816556
m20eh,58.0,257.0,135.0,157.0,men,113.2,178.8,135.94001054872774,600.461072913659,1759.6761746978316,2662.276081405805,3074.4787336042677
m21eh,65.0,203.0,118.0,112.0,men,92.2,137.8,124.91604856945078,588.4335086886765,1613.3397399120965,2261.255719163324,3423.9208046895606
m22eh,139.0,323.0,166.0,212.0,men,158.6,219.4,123.19824122515526,635.8305206474853,1786.0692379056945,2615.9053480839452,3553.652077809607
m23eh,97.0,324.0,144.0,161.0,men,115.0,190.0,111.2142737827449,631.5191796470488,1784.989558442747,2603.477023849721,3666.2737624464544
m24eh,169.0,322.0,213.0,232.0,men,197.3,247.7,118.82927689631146,619.5637662549902,1863.1249521952748,2396.204711058666,2779.995526839506
m25eh,77.0,267.0,124.0,121.0,men,91.1,153.8,105.71744909894304,561.1343400532113,1730.637945840397,2475.667454801553,3427.797478516667
m26eh,124.0,331.0,144.0,152.0,men,124.0,182.2,114.15126509557956,612.5334876244082,1673.2428477082494,2500.7161834166413,3423.0023865811495
m27eh,92.0,307.0,131.0,133.0,men,96.5,167.5,105.53600318462236,641.5583533790156,1860.3398446276215,2572.5641698605214,3378.165356413047
m28eh,111.0,236.0,156.0,144.0,men,129.4,170.6,129.5792216449157,660.8073554345585,1865.3467062085506,2743.001560835562,3472.8758809113656
m29eh,116.0,293.0,175.0,192.0,men,154.3,212.7,117.23632631236892,612.2896935505223,1824.4911304385435,2523.6200982733963,2692.0857440398504
m30eh,78.0,275.0,127.0,134.0,men,98.0,163.0,99.3881138495655,569.1376199266311,1762.862902351106,2575.8921832619053,3456.885079247223
m31eh,94.0,240.0,137.0,149.0,men,118.9,167.1,145.31903104267127,579.5950847964428,1751.7249829878717,2685.1215689477494,3686.803591105724
m32eh,66.0,232.0,96.0,96.0,men,68.6,123.4,148.36855217002645,606.0257349473678,1827.1314191976387,2451.8120489949406,3664.4860812534594
m33eh,73.0,278.0,128.0,138.0,men,99.2,166.8,130.56090324779254,585.9320723829065,1761.0481848615475,2567.685863805109,3671.335050272563
m34eh,93.0,278.0,120.0,166.0,men,112.5,173.5,120.77378828319463,539.9422192444107,1714.5772100430636,2537.3456351457944,3581.546739284538
m35eh,93.0,337.0,149.0,161.0,men,114.7,195.3,111.36920739571671,523.9102521521801,1773.7319809270714,2464.0750729419615,3276.7364948660556
m36eh,74.0,291.0,108.0,112.0,men,74.2,145.8,116.7144038127481,577.1955773639176,1858.2168964440182,2658.105419864519,2846.3205895143165
m37eh,61.0,200.0,86.0,83.0,men,61.6,107.4,131.76834254016154,585.8121862560126,1692.3507322905177,2444.035861892845,3469.96526535067
m38eh,81.0,239.0,119.0,99.0,men,82.9,135.1,135.61327741789762,599.3333452091198,1775.6848103729924,2533.4711390141674,4077.1793197039005
m39eh,86.0,287.0,183.0,179.0,men,147.8,214.2,148.4750608601386,633.3657112678573,1850.9711059073202,2727.322351461503,3694.8355187736524
m40eh,72.0,276.0,166.0,158.0,men,128.3,195.7,136.04819066529086,616.2522125142186,1936.9890723673238,2648.5512323315706,4118.123044763696
m41eh,81.0,269.0,158.0,155.0,men,125.5,187.5,137.43117250862733,567.7080836510723,1611.518365229686,2555.0469943691674,3428.4258853647166
m42eh,107.0,314.0,211.0,144.0,men,143.3,211.7,151.04140637576558,602.6262290224911,1781.2225127849524,2817.3419668091306,3717.8498129187165
m44eh,75.0,275.0,104.0,128.0,men,83.0,149.0,97.32869520892275,562.4529922292353,1721.8283095568215,2355.488044469407,2867.5615367834075
m45eh,100.0,300.0,112.0,118.0,men,100.0,148.0,185.95504711927708,706.4758049533334,2286.2495139175053,3055.1333841200044,3825.5212923088743
m47eh,88.0,297.0,168.0,186.0,men,142.5,211.5,124.74136409569073,529.9991361104957,1601.413369993299,2519.6715431276402,3482.117606536079
m48eh,76.0,274.0,181.0,189.0,men,152.3,217.7,121.92202005274073,581.5020376203872,1814.0487360991024,2481.4221521021504,3980.7700141702385
m49eh,78.0,250.0,127.0,144.0,men,107.1,163.9,112.54458460847877,555.2238977320204,2001.122272878498,2879.7139960099926,3734.435604354249
m50eh,62.0,240.0,87.0,108.0,men,68.1,126.9,113.23606017699589,574.1260618852907,1889.820103272585,2573.0363489660576,3453.4770642078197
w01eh,96.0,313.0,121.0,132.0,women,96.0,162.3,230.94980354956436,750.7547685914642,1961.8952419921213,2861.7754690285788,4436.677094122741
w02eh,158.0,590.0,312.0,328.0,women,248.7,391.3,198.3297531838479,748.0043978386796,2168.8288311057468,3046.308864743934,4397.346823879622
w03eh,62.0,264.0,126.0,162.0,women,110.7,177.3,221.4242105566603,724.0487398964949,2016.879271548529,2879.0215019846833,4035.3568696639545
w04eh,96.0,411.0,307.0,264.0,women,233.5,337.5,217.18398053776482,712.3470701585618,1994.7479607979585,3104.7164127821957,4498.41296790206
w05eh,102.0,362.0,277.0,223.0,women,207.1,292.9,229.0466035027068,771.148622923943,1900.8665357893212,2795.6335698536327,5032.368403518752
w06eh,88.0,368.0,166.0,174.0,women,123.8,216.2,214.9694134658352,717.098829586026,1888.528874144026,2798.254865475541,3909.8065808469228
w07eh,200.0,438.0,288.0,304.0,women,256.7,335.3,199.05257846547397,736.5385885341492,2092.035914176923,2681.430886717414,4159.940043874303
w08eh,93.0,292.0,177.0,210.0,women,160.7,226.3,241.38658479777442,747.3588526074939,2107.534121516509,2609.6822081172836,3649.8792702529104
w09eh,61.0,294.0,103.0,101.0,women,63.6,140.4,247.6551168829127,708.633093625761,2131.2448691207182,2841.5585676584096,4333.203366265083
w10eh,72.0,343.0,112.0,128.0,women,75.3,164.7,232.89052623164375,703.1787049487918,2028.292840335875,2860.3784072990125,4058.1923111500478
w11eh,82.0,399.0,216.0,181.0,women,146.2,250.8,197.94571068455625,757.6567896475331,1937.9058803756686,2918.2498843462195,4115.54585828333
w12eh,116.0,350.0,219.0,212.0,women,176.9,254.1,210.2231099072663,693.1011426724785,2332.210239101333,2936.1864617476085,3989.511445418516
w13eh,109.0,340.0,237.0,265.0,women,212.9,289.1,215.4800105922272,672.7705452580858,2127.231760305199,2743.394983184358,2895.8095214198056
w14eh,99.0,340.0,127.0,162.0,women,104.7,184.3,229.95895424533225,837.4711542830345,2246.5768504689013,3112.865145191894,4636.477791415289
w15eh,170.0,387.0,302.0,297.0,women,263.7,335.3,222.7177848643204,711.8958535289801,1985.760963942505,3002.02222272208,4146.728246930077
w16eh,149.0,402.0,297.0,254.0,women,233.8,317.2,198.60998551774915,771.1918350136411,2084.0610085775975,2471.9758597704135,3339.4108196840807
w17eh,128.0,316.0,219.0,197.0,women,177.0,239.0,216.9589855067852,755.2946176743889,1925.1596346648314,2923.684637619397,4215.815768576848
w19eh,158.0,475.0,341.0,289.0,women,262.7,367.3,238.3456964535502,762.9622093312792,2002.5747184896447,2609.497955456394,3821.6930052953508
w20eh,188.0,451.0,287.0,283.0,women,241.6,328.4,177.7526142517779,712.1773495190666,2156.1114902042737,2836.465955389098,4153.587386293702
w21eh,128.0,409.0,202.0,188.0,women,148.6,241.4,236.4192443531023,737.6204590022822,1869.6191909050758,2898.911714854633,4109.739300806944
w22eh,153.0,392.0,184.0,192.0,women,153.0,227.4,184.051719658149,612.3985887041746,2161.710000237187,2953.8700998203376,4366.921558274846
w23eh,121.0,415.0,232.0,256.0,women,195.5,292.5,209.74616686445833,760.8966420756718,1877.129836959111,2867.2410639355485,4303.975993437939
w24eh,126.0,357.0,192.0,208.0,women,161.9,238.1,253.3546325522144,840.7404293835184,1687.8778546706612,3001.2266966437555,4267.244212986327
w25eh,139.0,525.0,316.0,289.0,women,238.8,366.2,209.40706188345487,799.7100482470466,2029.3556578863465,2954.3020754337385,4510.6463473591275
w26eh,198.0,381.0,272.0,288.0,women,249.8,310.2,201.95379677153028,615.9542387577351,2059.195822819377,2935.69013569855,4083.2016389750215
w27eh,107.0,343.0,232.0,203.0,women,178.6,256.4,248.36724182791613,749.823355792332,2032.9506486637447,2644.171706182936,3146.4608514801293
w28eh,87.0,264.0,120.0,144.0,women,102.8,161.2,222.44998584018686,698.7048076970626,2018.9988445154597,2992.942595765815,4329.09503228942
w29eh,62.0,255.0,80.0,92.0,women,62.0,117.8,205.42058747169003,598.1757294096423,2385.6234365769565,2963.5796405258334,4263.385551862859
w30eh,108.0,329.0,124.0,167.0,women,109.0,182.0,242.088311854905,887.5035915863145,2065.1103203889074,2862.5462796896495,3658.955860215622
w31eh,191.0,439.0,232.0,264.0,women,207.1,288.9,217.6468413894349,588.8367504542466,2133.4096756198805,2989.208746045043,3788.217147814139
w32eh,124.0,315.0,200.0,196.0,women,166.5,229.5,189.53884145369875,735.0784575689628,1587.8811116943903,2507.528355190522,4020.6861340246687
w33eh,106.0,300.0,176.0,192.0,women,152.0,216.0,238.10195979170788,884.0357449434839,1652.2303903135107,2318.834462917718,3635.6172980256606
w34eh,173.0,352.0,231.0,243.0,women,207.5,266.5,214.89948261666984,804.3048241978428,1977.2585564893716,2790.771810286324,3744.656443941303
w35eh,136.0,359.0,254.0,262.0,women,221.2,294.8,202.603100880025,708.5977211578861,2036.4707038801985,2901.18912920787,4084.2876106319263
w36eh,180.0,548.0,212.0,237.0,women,180.0,285.2,205.94460189612545,772.1148504832717,2021.045457902044,2987.0962296983603,4262.64998085732
w37eh,226.0,569.0,435.0,433.0,women,377.4,490.6,193.5180876167883,702.8100530893098,2157.7566525820143,3113.1989074126013,4485.124582216248
w38eh,96.0,364.0,278.0,257.0,women,223.3,311.7,209.7630237613873,719.7201546492602,2080.176148983696,3087.729693118704,4359.691327163328
w39eh,195.0,454.0,226.0,251.0,women,195.8,281.2,195.468394955408,718.5395583957237,2015.9704222694277,2767.7283182163237,3993.7650406033927
w40eh,146.0,383.0,259.0,284.0,women,232.4,310.6,186.0941228644901,720.3284817748329,2091.9742860925835,2983.625161202871,4300.340701287324
w41eh,118.0,321.0,160.0,162.0,women,127.5,194.5,221.2476605833543,703.2368012180904,2278.8633894881464,2999.3268074386838,4279.3423347972985
w42eh,103.0,353.0,234.0,255.0,women,203.2,285.8,209.28418383467152,622.0131163414192,1873.3685176291901,3010.1409031184385,3471.3619068487305
w44eh,118.0,373.0,218.0,226.0,women,179.9,264.1,220.9667422086568,724.0494910367761,1950.9801004285364,2818.131993747416,4050.5461089774512
w45eh,108.0,355.0,232.0,240.0,women,195.2,276.8,198.54824230522127,765.5198052224197,1973.7500935554401,2770.352496146146,3992.91346242313
w46eh,101.0,385.0,187.0,186.0,women,139.6,233.4,169.45971673524704,697.2723830089844,1687.8157294659438,2467.7677176827374,3352.288724745876
w47eh,74.0,318.0,192.0,190.0,women,150.7,231.3,216.43244412846428,754.0679840530157,1911.7502527292247,2589.723835483183,4273.618433067402
w48eh,110.0,354.0,219.0,223.0,women,180.7,261.3,214.30504646506745,675.8479367801613,1834.0421456151207,2850.854508804053,3893.5126674558446
w49eh,131.0,352.0,152.0,168.0,women,131.0,196.5,221.07806817861524,735.8052782038998,2236.878849085863,2970.603982159094,3915.153130391652
w50eh,84.0,354.0,265.0,251.0,women,213.4,302.6,221.99580345332654,824.7582098526077,1958.0838841870273,2961.997374954126,3855.460411674072
b01eh,89.0,273.0,167.0,170.0,children,138.1,198.9,214.41318175192396,695.5907668770951,2103.5306367612725,3183.4397797143934,4623.622030315977
b02eh,147.0,342.0,190.0,193.0,children,159.3,223.7,279.54025669841457,665.1805538631428,2299.9354483579987,3427.9507372793023,5057.162330475355
b03eh,166.0,426.0,280.0,256.0,children,225.1,310.9,193.4032810421639,742.1650665065555,2347.7812654949316,3596.779215320416,4861.686463619851
b04eh,180.0,544.0,279.0,264.0,children,211.4,331.6,245.30128846544625,725.9342306550817,2467.075778135763,3487.478020887232,4922.595764055629
b05eh,68.0,275.0,126.0,123.0,children,90.3,158.7,217.82256641515391,753.4515710879376,2220.6555972536785,3717.528349156469,5162.780454954075
b07eh,120.0,392.0,208.0,240.0,children,179.1,268.9,295.79836484933935,876.3541871174706,2121.818005616966,3238.8943631156612,4464.8338289055255
b08eh,198.0,333.0,276.0,254.0,children,242.7,287.3,207.82520526605708,608.3507224366665,2567.9657227678717,3673.5877347675887,5474.883742621122
b09eh,130.0,323.0,192.0,215.0,children,171.7,235.3,236.99647739657942,719.201707413199,2273.371546803201,3546.6475639587215,5119.694817085854
b10eh,144.0,378.0,255.0,234.0,children,205.9,283.1,213.44797979487782,653.2514654140928,2532.3768480198464,3491.908650226632,4948.35323977741
b11eh,89.0,371.0,168.0,170.0,children,122.5,215.5,218.34219669026305,814.4420157966281,2194.808987389625,3432.6602723417336,4782.620264571353
b12eh,114.0,477.0,241.0,174.0,children,147.6,267.4,246.34656958802725,735.7419188279137,2359.1792760978806,3420.454632709598,5129.576649719959
b13eh,78.0,336.0,112.0,134.0,children,80.4,165.6,229.62737257021945,675.0499378165482,2329.6882774163146,3277.8533967053336,4966.568760893736
b14eh,113.0,281.0,152.0,168.0,children,132.3,187.7,150.1516065960301,764.0829231141147,2244.355037612349,3619.006929502521,5972.580453433105
b15eh,92.0,404.0,246.0,204.0,children,173.5,276.5,276.98676193651755,728.5042401686133,2231.185988536504,3739.204038480009,5162.271068825891
b16eh,136.0,427.0,240.0,288.0,children,216.0,312.0,200.63442163209828,622.50051090184,2385.772568860767,3368.598109067927,5097.816908693107
b17eh,89.0,278.0,119.0,110.0,children,89.0,145.7,242.03600655762136,735.5719609428525,2012.462392304001,3196.6309644447288,4991.691288533823
b18eh,111.0,306.0,166.0,180.0,children,140.8,205.2,240.84551436902257,742.7971658729826,2044.1301566730556,3237.512996207123,4525.086320132056
b19eh,91.0,318.0,120.0,135.0,children,91.0,165.0,216.23658000198247,638.5547843780485,2510.0906953000886,3434.861418786284,5207.852326509564
b21eh,141.0,415.0,216.0,261.0,children,193.3,283.7,203.29311456589716,692.557895995801,2167.7004266769045,3566.1186242498575,5159.914082239828
b22eh,120.0,332.0,148.0,149.8,children,120.0,183.9,244.80901595555565,718.2558773666107,2235.0287325523686,3840.134701868517,5147.045159763332
b23eh,162.0,400.0,204.0,189.1,children,162.0,235.8,271.86677220280075,1022.5114106562472,2381.7597012704637,3486.1792910702793,5041.814725942616
b24eh,99.0,264.0,136.0,131.5,children,106.5,161.0,214.86979761443877,709.181172962195,2272.077295653593,3180.9828333816754,5213.692398010723
b25eh,113.0,328.0,144.0,156.5,children,114.8,185.7,234.3542702373913,730.0988673985814,2330.806500562315,3400.2485990105897,5196.733920520399
b26eh,155.0,486.0,243.0,183.4,children,158.6,267.8,213.54174804873674,680.487084023922,2265.331636421782,3839.3684856664304,5379.440103248602
b27eh,93.0,285.0,136.0,129.6,children,101.1,164.5,232.9045603944426,731.6171923726943,2322.507114305628,3472.5213012531644,4890.020680696088
b28eh,133.0,343.0,169.0,157.4,children,133.0,197.8,225.7428523609519,735.1553488366802,2289.8560173674186,3950.805006995583,5338.995841237152
b29eh,155.0,367.0,213.0,190.1,children,166.6,236.5,250.58323406008805,827.244745568154,2360.6341483370684,3492.929332630349,5350.018511214597
g01eh,119.0,321.0,207.0,207.0,children,173.7,240.3,226.66002648558765,713.2340039578578,2382.5330819737815,3734.8331811468643,5326.592033345046
g02eh,126.0,344.0,194.0,184.0,children,153.0,225.0,228.53154561711213,906.1719149236667,2223.957439309633,3478.659773372099,4833.767732898303
g04eh,194.0,471.0,270.0,248.0,children,213.3,304.7,252.46001699365493,767.0225182024076,2392.822494148289,3353.9235070501345,4563.439064334757
g05eh,150.0,478.0,267.0,277.0,children,217.9,326.1,226.3333319816666,790.4024688643605,2277.0657025738137,3354.2755259531605,4693.772227262867
g06eh,118.0,292.0,194.0,173.0,children,154.8,212.2,222.60194332649436,692.4639336725671,2245.9319836168092,3459.546773786937,4975.337344635786
g07eh,122.0,406.0,258.0,286.0,children,225.1,318.9,230.8411054293545,628.9204052873754,2333.892155693965,3265.7723648093,4633.998281828419
g08eh,179.0,473.0,216.0,250.0,children,184.5,281.5,247.714198697173,715.386716732711,2437.4213099524018,3847.7161168065845,5389.846803718254
g09eh,74.0,366.0,189.0,228.0,children,160.3,256.7,237.45800171799414,773.0407833580314,2403.707585322977,3329.3826249657823,4880.21985739089
g10eh,83.0,361.0,160.0,184.0,children,126.1,217.9,228.79429152280142,804.8352099573231,2424.0546527005295,3521.9151685093443,4899.171405445688
g11eh,106.0,333.0,170.0,180.0,children,137.5,212.5,225.63817774511676,735.2538297726842,2220.915094124457,3584.8161671186713,5285.005690009732
g12eh,88.0,338.0,228.0,203.0,children,174.2,256.8,241.24682946630796,769.8738587667501,2347.7594287887578,3623.591181947304,5198.552688082997
g13eh,134.0,384.0,185.0,208.0,children,155.2,237.8,265.3558804967804,767.2046025802197,2448.135169707764,3494.686171730189,4796.049328211189
g14eh,73.0,370.0,128.0,159.0,children,94.5,192.5,211.25766198643788,597.4666279519063,2401.8181651623267,3436.2437706456526,5082.482505752764
g15eh,153.0,419.0,249.0,245.0,children,203.1,290.9,226.95186670439156,894.2642159106126,2647.6170100609215,3707.090836198775,4975.135451507092
g17eh,78.0,282.0,104.0,121.9,children,79.3,146.6,257.31326810699727,867.6528818432295,2261.677533666105,3802.5675365786906,4940.110511839342
g18eh,114.0,372.0,160.0,145.9,children,114.0,195.5,205.0369383984468,713.7006802836391,2476.3835791128963,3390.361755080047,5056.660378925461
g19eh,127.0,349.0,186.0,153.6,children,133.2,206.4,233.37489906234325,803.6780885624257,2283.9500300552436,3667.202917700511,4499.979586609865
g20eh,121.0,349.0,183.0,153.6,children,130.7,205.9,236.47299390124914,850.6048859671264,2524.9019040241933,3258.434093059066,4329.4714760957195
g21eh,94.0,321.0,172.8,144.0,children,120.9,195.9,230.3969850015531,729.0614744627054,2432.9056645875376,4310.837383262741,5270.114977987867
m01ei,165.3,484.1,224.0,243.0,men,180.9,286.1,164.7454057624715,496.53381182079266,2117.4092738156364,2645.0669120223806,2845.341568457534
m02ei,231.0,492.0,256.0,272.0,men,231.0,307.1,110.13373204633103,466.6001201004657,2051.01046594052,2509.162300338368,3401.7409191754696
m03ei,110.0,463.0,167.0,189.0,men,119.8,236.2,92.31465177056462,447.23284705214036,1997.3528819749706,2503.154866726842,3418.0921665349038
m04ei,89.0,342.0,128.0,144.0,men,94.3,177.7,133.51337991272177,504.69543195748406,1820.094705538212,2864.448676041761,3779.3068022315992
m06ei,50.0,291.0,83.0,83.0,men,50.0,122.8,121.61571692610401,500.01715956519354,2008.4482269301448,2631.7617350318674,3497.5524359480232
m07ei,73.0,354.0,96.0,120.0,men,73.0,154.4,101.42161529506743,536.84534114475,2179.4645482541455,2728.5149758649845,3831.2855017944385
m08ei,68.0,396.0,88.0,104.0,men,68.0,150.1,134.1009889167947,538.9527042414219,1950.1301028276275,2638.522792244264,3572.656501419519
m09ei,105.0,423.0,139.0,158.0,men,105.0,201.0,121.6237551584266,465.55375540431885,1941.7925824701201,2681.9325886805623,3604.0170263690807
m10ei,87.0,360.0,180.0,171.0,men,130.5,220.5,150.07476221422473,450.1186571892837,2041.9159549784956,2683.1751448025584,3516.2040703224257
m11ei,76.0,436.0,136.0,163.0,men,90.1,208.9,138.9948996153306,437.29856384503563,2082.365481545174,2605.600821552685,3015.5809485555014
m13ei,94.0,337.0,217.0,172.0,men,154.4,234.6,94.97099126548294,459.3351679537499,2075.4470886260624,2724.8275366271923,3428.966461447192
m14ei,110.0,366.0,148.0,159.0,men,111.3,195.7,108.07185886315365,519.1528359766571,2157.562258640583,2690.2538762858508,3909.6799307319993
m16ei,57.0,275.0,80.0,88.0,men,57.0,120.0,146.64545280550738,485.4137732032238,1863.311862159877,2472.5897599953814,3037.7450597822367
m17ei,68.0,327.0,152.0,145.0,men,105.8,191.2,144.93836002042968,445.11189298772825,2033.8743240019403,2561.078394852168,3568.153377904866
m18ei,86.0,424.0,193.0,165.0,men,123.2,234.8,149.10467533549632,474.6620440907741,2052.99150852724,2650.3186551312842,3382.2473105335816
m19ei,121.0,367.0,151.0,164.0,men,121.0,198.1,156.32786892963597,497.16046724429737,2169.994513513081,2627.388099793091,3329.2171610869664
m20ei,76.0,313.0,104.0,120.0,men,76.0,151.1,139.9159171950582,544.1205414252745,1953.3248323865864,2281.357469067304,3085.758522346053
m21ei,93.0,289.0,248.0,183.0,men,183.2,247.8,123.4741313597735,424.62210310530554,2072.250005074701,2812.5638794189645,3367.377798209588
