file_id,talker_id,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12
m20eh,m20,-213.13882,181.43053,-61.41494,23.052385,-18.42808,-16.343212,-61.778175,-8.254672,-12.382867,-0.47528163,23.862116,-32.811672,8.691377
m21eh,m21,-191.35303,153.3862,-59.250404,21.39437,-14.742065,-18.439596,-46.554245,-38.827126,-13.06564,5.290357,0.3422038,-6.986158,13.039537
m22eh,m22,-230.63223,198.78117,-64.697685,27.704464,-16.674007,-31.858002,-43.951572,-8.274137,1.8965551,-0.87108886,8.184943,-9.637736,-3.5439699
m23eh,m23,-196.44005,163.30782,-72.1479,52.793995,-48.39623,-8.628302,-49.88829,-18.504555,8.735362,-1.9785658,-2.3218737,-8.824828,-1.1072625
m24eh,m24,-204.53308,159.3365,-68.12072,37.048954,-27.56756,-24.694159,-54.50618,-9.235831,-6.207075,-0.9302754,1.6434993,-8.111734,14.698483
m25eh,m25,-222.57475,175.04915,-44.95556,52.2648,-24.536291,-7.3559675,-57.516705,-19.964245,-6.323701,4.5325036,4.645393,-10.183352,14.911157
m26eh,m26,-282.85727,211.24702,-64.2174,23.45104,-4.6545873,-29.263382,-52.046413,1.1081187,-21.607567,14.134879,4.149332,-11.630485,5.45101
m27eh,m27,-225.5896,159.99995,-62.302258,45.959145,-29.823692,-12.9558735,-59.997322,5.0601206,8.184629,-1.7677865,15.828871,-13.676771,12.112757
m28eh,m28,-206.83841,187.82608,-53.294006,26.863052,-17.349041,-31.62478,-37.70694,-1.071039,0.38627148,0.58990747,9.5739975,-11.47426,6.7998595
m29eh,m29,-241.89954,205.14284,-77.51675,37.721592,-7.0642304,-34.08267,-50.819157,-6.6548104,-8.1398115,7.2390323,3.7209024,-7.3350735,14.570637
m30eh,m30,-232.79387,180.83662,-81.86271,65.18168,-2.0292945,-25.724094,-33.287643,-22.063395,-16.592648,16.021986,-6.2272415,0.41322866,7.43514
m31eh,m31,-215.36288,160.43929,-31.69221,36.211357,-15.476361,-13.064087,-45.265358,-9.631008,-9.807675,4.0079775,7.3129897,-10.973923,7.9139547
m32eh,m32,-213.34436,170.22173,-47.116962,27.941137,-22.986563,-13.493472,-71.0913,-8.449951,8.449892,-17.978905,14.876919,-11.07386,3.4233885
m33eh,m33,-240.7144,176.39041,-56.907253,41.60366,-14.980164,-29.546879,-45.929226,-8.34012,-17.44296,0.562663,-6.016544,-7.061657,7.6172166
m34eh,m34,-177.84048,158.30872,-62.887665,59.360588,-32.894825,-2.0502872,-49.399647,-30.873976,2.1336577,-15.696165,5.933379,-9.354225,-3.0671353
m35eh,m35,-195.92728,148.25221,-80.57955,56.884235,-9.003823,-7.7313437,-70.76783,-2.6211958,-35.81299,-3.2936056,0.3415006,-23.035938,23.93357
m36eh,m36,-257.1892,174.84055,-59.890446,50.160713,-9.430526,-32.988758,-43.76321,-4.7340007,-20.348814,14.0689125,3.8688354,-16.954422,27.38887
m37eh,m37,-236.29788,181.70737,-68.04429,32.36788,-11.082149,-13.215155,-61.715576,-20.401672,-11.139029,-2.8139997,17.104261,-23.339298,8.439722
m38eh,m38,-284.8752,169.00826,-41.959972,28.917131,-24.79132,-13.500751,-51.56023,-10.914903,1.707634,-10.707038,3.323117,0.85817677,3.291507
m39eh,m39,-217.9097,170.67992,-46.95765,42.52356,-31.72272,-30.037903,-59.250507,-20.937428,2.3852017,-3.588298,13.708478,-14.054436,7.47525
m40eh,m40,-212.79262,148.9281,-35.259193,47.783978,-48.157722,-9.703056,-78.731705,-11.388783,11.267151,-24.087454,9.574724,1.6312932,1.3597276
m41eh,m41,-234.86046,192.06425,-110.90187,56.724667,-23.226213,-30.682392,-18.553457,-39.92406,-7.671486,-4.2214036,7.629655,2.3052437,-14.480331
m42eh,m42,-236.12048,172.50139,-37.479626,32.94097,-34.911976,-21.446276,-44.870964,-40.236004,-4.6942854,8.017526,0.7123064,-9.524496,15.637616
m44eh,m44,-267.033,179.49535,-64.71706,38.38901,9.92929,-29.072865,-54.039032,0.12283748,-30.842747,14.997727,8.301516,-20.251188,33.187202
m45eh,m45,-288.6534,159.26273,-52.461864,48.08486,-44.72693,-58.431732,-23.999208,-9.737959,-9.223337,1.127724,0.85301954,-4.1024404,-4.3488073
m47eh,m47,-222.6472,147.90317,-53.980194,43.286587,-30.459187,-0.676946,-65.438416,-25.111021,-30.970518,-16.133806,31.095556,-17.338583,2.5845885
m48eh,m48,-200.70445,148.16599,-29.06718,37.30637,-43.11706,4.291378,-70.544174,-27.055101,8.913715,-12.615747,4.466727,-6.691146,6.761576
m49eh,m49,-238.42882,168.61427,-41.04096,60.953644,-19.01407,-45.35269,-47.198505,-26.206041,-20.20522,0.7496323,-4.1086063,-6.8115373,11.688472
m50eh,m50,-223.75049,147.71056,-61.84477,76.603355,-14.313316,-17.598837,-72.95095,-9.972653,-12.4648905,7.1415634,8.639092,-12.069435,32.37666
w01eh,w01,-276.60428,177.69594,-63.809975,22.353134,-37.353085,-30.217075,-33.25483,-1.3737992,3.9876027,-9.402252,-9.416814,-13.41536,-13.461949
w02eh,w02,-238.61403,175.28926,-70.298965,51.069355,-46.241043,-32.097878,-40.809868,-2.8647723,9.2827635,-23.953642,0.6771137,-14.994345,-6.809668
w03eh,w03,-237.70984,162.46207,-83.29872,39.416496,-42.9182,-41.01251,-41.77613,-3.9952695,10.384551,-9.098032,-2.4814093,-11.125069,-5.8376303
w04eh,w04,-222.55019,132.37611,-80.646774,40.691994,-61.94341,-15.939417,-47.10498,-4.34758,16.17454,-12.306873,6.666266,-18.840832,5.274699
w05eh,w05,-197.43085,155.9682,-61.68303,10.12192,-39.139412,-4.5782413,-65.76638,25.979408,-3.4454424,-20.716494,15.985223,-35.76639,-1.3090924
w06eh,w06,-229.00887,148.61067,-83.31737,20.602688,-38.627327,-33.36616,-44.323566,7.834693,-14.261169,10.821586,-6.1082873,-19.499296,4.341176
w07eh,w07,-235.03717,172.64743,-84.47043,28.601826,-37.51448,-44.07658,-47.01957,-5.525425,16.526024,-18.469166,0.9931885,-5.852169,-13.378105
w08eh,w08,-197.7792,126.4492,-83.886284,38.223778,-54.47589,-33.1031,-28.400066,-2.4510646,13.263489,-9.247177,-11.005262,-8.914203,1.135478
w09eh,w09,-268.0264,158.11311,-64.159134,20.939262,-30.863464,-34.47876,-48.49377,6.547159,-5.0685835,-9.726765,-5.1311207,-2.890175,-4.5626497
w10eh,w10,-245.39993,143.66248,-83.10141,35.75514,-40.730694,-22.982315,-48.2615,4.590836,-17.99546,-1.6323264,-6.269781,-16.600182,13.155947
w11eh,w11,-210.83519,165.02687,-75.99654,22.53115,-44.76604,-21.003042,-48.07229,-6.262955,1.6137966,-4.8230057,-1.9052429,-26.25758,1.1335794
w12eh,w12,-233.74664,161.71445,-79.38204,46.4061,-50.155632,-50.59986,-42.540512,0.5671029,-0.53781915,-11.237755,9.299421,-13.308196,-5.4078507
w13eh,w13,-224.48593,136.63104,-87.92451,44.438873,-35.50907,-42.81573,-43.608273,1.7166555,0.68719256,-2.697481,-11.077432,-5.8717356,1.6072721
w14eh,w14,-221.16559,148.24615,-85.793755,36.080414,-58.253746,-26.994387,-23.71691,2.139246,17.861498,-17.023338,4.9107227,-11.014484,-6.9642515
w15eh,w15,-212.11504,152.22534,-91.70146,40.49558,-42.651146,-34.53756,-33.02101,-7.369634,0.96609306,-2.1537166,-9.121948,-13.930562,7.026393
w16eh,w16,-212.66693,157.36336,-90.94225,36.697773,-52.239834,-34.005756,-32.32671,3.9258885,7.5852203,-12.424585,3.8313315,-23.479187,-0.90666604
w17eh,w17,-204.1437,144.95316,-79.131516,26.058956,-42.821236,-23.43136,-33.75495,-6.3771515,10.551544,-1.9098126,-9.856033,-15.286842,-3.7272
w19eh,w19,-210.90826,152.14696,-88.62591,16.123505,-57.249718,-14.551339,-43.00546,0.60855776,7.971028,-5.7294364,-6.3673325,-14.382043,-0.23223235
w20eh,w20,-261.1222,181.7327,-37.710873,44.7236,-50.505577,-31.030203,-43.154778,7.0011044,-1.5013894,-14.160801,3.4486077,-17.58983,-4.6147113
w21eh,w21,-230.77544,141.16173,-79.50104,24.737617,-48.557777,-15.941078,-55.668823,12.552119,-14.3732815,11.721809,-3.8406162,-23.470919,1.6100571
w22eh,w22,-260.2899,148.18594,-72.612526,78.6797,-47.59241,-31.633335,-51.804756,-17.677462,8.509159,-22.16166,4.9766464,-8.798115,-4.2487545
w23eh,w23,-211.22672,160.10208,-72.44663,20.186169,-62.407013,-21.462414,-47.957905,-3.4580314,6.743548,-1.2895132,-3.8128922,-15.965793,-5.2847686
w24eh,w24,-230.8194,143.13858,-78.749245,-1.3567878,-64.013695,-13.686739,-25.57543,3.0963566,9.991949,-14.075987,-20.407475,-16.271656,9.461557
w25eh,w25,-255.72842,168.62375,-80.66783,16.57871,-50.25318,-29.324331,-41.28204,-6.4231253,15.69183,-3.7781663,-8.402549,-15.133001,-8.685373
w26eh,w26,-222.5242,141.09276,-81.87428,53.739952,-32.77479,-50.810055,-38.173702,-19.249834,2.8929908,-10.714403,-9.889544,8.569018,0.66991395
w27eh,w27,-238.34955,155.10925,-97.75332,35.916683,-44.118706,-46.356644,-26.747627,-8.58622,18.308273,-5.270603,-21.991413,-5.1622434,-11.286932
w28eh,w28,-190.85905,116.2948,-85.41217,56.90999,-58.03952,-24.456108,-50.120136,-11.702012,29.303785,-20.068354,1.08807,-14.750117,2.7642891
w29eh,w29,-283.2122,147.50754,-43.71345,56.40543,-38.218815,-39.400074,-43.4911,-5.9885964,-14.8723755,-23.9804,6.2945075,-3.6242168,2.0742273
w30eh,w30,-219.59619,138.29764,-75.927124,17.371544,-46.920326,-0.8997611,-57.50946,35.00074,-9.978594,-5.6687946,-1.8139153,-36.30816,6.0998764
w31eh,w31,-276.81784,129.851,-49.468853,58.352924,-31.436035,-35.253784,-53.07678,-19.682106,0.35295498,-13.000253,2.5040195,-7.743203,4.0856805
w32eh,w32,-204.00948,157.12428,-47.607662,-13.805718,-43.705536,1.8066095,-56.113426,16.395878,-12.785344,-3.3447685,6.1071706,-29.663,-0.26409334
w33eh,w33,-173.84846,114.0849,-92.241554,25.577593,-64.96781,-15.354791,-29.651245,4.3739824,5.0783234,-14.687197,-15.533915,-8.495238,-1.1145169
w34eh,w34,-231.84729,167.92888,-101.78475,17.547018,-45.237453,-30.958326,-43.744263,9.51723,-7.895222,-8.338208,3.631819,-33.003555,-1.3152014
w35eh,w35,-238.01508,157.93118,-84.326035,39.957214,-31.518494,-37.32081,-43.416954,3.4177842,4.401582,-4.777133,-5.200359,-7.712534,-7.991092
w36eh,w36,-230.83165,146.78992,-88.665535,63.07003,-56.120968,-19.04315,-40.10151,-4.471182,15.135544,-17.049212,-2.6062176,-25.412651,-4.268976
w37eh,w37,-236.30492,152.38196,-62.85399,58.543854,-51.587643,-26.178053,-57.631855,1.874714,-2.2599666,-10.093455,-1.4584707,-17.125233,-0.0100091295
w38eh,w38,-219.65152,144.28284,-74.93974,41.22999,-67.17716,-25.560892,-46.594612,-11.757321,7.4413867,-15.298863,7.106877,-18.217688,-1.7419885
w39eh,w39,-255.45177,167.97725,-79.313286,38.852127,-41.822166,-16.063658,-50.777172,12.181586,0.27508974,-14.951307,7.6472406,-22.72602,6.851984
w40eh,w40,-227.25511,173.01852,-52.842552,34.435307,-41.77179,-46.966408,-42.711197,-1.7848215,5.806797,-0.9522585,-11.382629,-6.255309,-6.8247666
w41eh,w41,-247.42583,159.02042,-82.52642,53.703064,-55.123047,-41.653114,-38.276222,-6.397158,11.656205,-23.407766,2.4513934,-11.403227,-12.436723
w42eh,w42,-248.77509,164.28984,-66.01672,42.04206,-37.71862,-44.119896,-29.835056,-28.393513,-3.2320094,9.90929,-18.752857,-10.539882,-0.34442675
w44eh,w44,-218.40727,155.6055,-81.374916,14.606969,-39.471115,-30.525381,-51.342453,3.7662456,2.7882833,-6.8418818,-1.4738243,-20.626102,11.049962
w45eh,w45,-244.50732,171.39781,-81.11985,22.80555,-28.170855,-63.459297,-30.29164,-5.0615306,10.771805,2.3596206,-11.829447,0.79287386,-13.780117
w46eh,w46,-237.07121,177.38199,-67.188484,24.999409,-43.62022,-41.97719,-53.766457,10.555558,-6.595877,-10.4361725,-4.3412256,-15.58118,-1.3112075
w47eh,w47,-249.9588,160.22672,-82.50876,23.86364,-54.062458,-17.093756,-44.364136,-13.824027,32.366318,-14.778458,-2.312825,-5.475666,-16.952324
w48eh,w48,-209.47589,132.541,-80.9441,49.5341,-49.314312,-17.684374,-44.466328,-10.942732,12.934055,4.057708,6.016611,-12.541411,-4.526434
w49eh,w49,-214.1949,139.20682,-81.65507,49.114746,-60.56861,-25.58008,-33.71444,-1.5131544,-1.4086584,-18.431995,-1.7894614,-19.565216,0.38585976
w50eh,w50,-215.1694,142.89296,-85.75302,38.45247,-48.764175,-30.688354,-27.637325,2.5321584,1.9912747,5.6134543,-22.570744,-16.862698,-6.827433
b01eh,b01,-244.68382,150.09181,-59.496063,30.741522,-30.605118,-42.548363,-39.439785,0.383108,6.063648,4.9753532,-9.626663,-6.300528,-1.097559
b02eh,b02,-310.9871,144.10033,-69.91221,47.05288,-43.833546,-39.98963,-42.994995,-1.4384905,-7.114814,-7.905285,-16.283339,-6.8474436,-15.067011
b03eh,b03,-212.86786,144.86629,-58.90427,38.03852,-43.25449,-31.163052,-45.036892,10.173124,-1.9809352,-7.682272,-8.40881,-1.3348517,-13.3433275
b04eh,b04,-256.44962,116.09831,-68.359856,60.515686,-63.959232,-54.38409,-42.85818,0.47653764,0.5853643,-12.89474,6.191538,-6.27947,-6.2386346
b05eh,b05,-265.00702,130.6263,-67.24879,40.150536,-64.42323,-30.9313,-54.382442,-3.283045,17.887373,-11.699026,-15.816652,-18.286734,-7.075516
b07eh,b07,-234.16158,120.49089,-107.2982,18.207548,-53.558983,-32.815224,-26.381647,-3.2686813,11.101801,-13.747525,-7.4685073,-21.789446,-3.5244968
b08eh,b08,-237.63037,143.66312,-27.437641,65.2884,-57.627174,-39.747272,-33.806503,12.429652,-15.750247,-17.612171,4.528009,-10.067223,-10.068638
b09eh,b09,-233.21574,122.19247,-59.950153,34.88846,-60.817905,-25.760351,-48.706043,-0.49202496,2.6820486,-7.377425,6.623758,-8.083027,3.1715515
b10eh,b10,-278.27936,144.78738,-66.89076,56.382713,-49.417645,-54.3721,-17.465473,-14.786017,-6.076606,-11.532625,9.199454,3.719663,-12.158598
b11eh,b11,-195.77643,125.09365,-99.50304,38.514805,-69.11832,-19.463215,-45.089897,-0.36468625,14.276105,-15.314348,-2.1647756,-20.567173,2.4653018
b12eh,b12,-270.02762,139.62881,-65.16076,42.952663,-61.855034,-45.787693,-47.49188,11.3308935,7.5872445,-18.377214,2.4584978,-11.493369,-1.3724313
b13eh,b13,-257.0609,136.26402,-74.20223,72.44993,-52.81971,-39.24373,-52.150917,4.5001574,5.299107,-28.376484,0.6197037,-16.091713,-4.534144
b14eh,b14,-243.12482,176.73595,-61.514256,20.814547,-47.512177,-37.505764,-52.624165,13.774621,-2.781584,-5.841948,-15.476249,-16.337301,9.416461
b15eh,b15,-250.57788,121.891205,-64.94605,47.83981,-72.97796,-31.332964,-48.334324,-1.2882094,18.056221,-12.108923,-15.050763,-4.117757,-0.5649506
b16eh,b16,-250.69258,147.9241,-56.0909,68.06218,-51.404137,-49.382137,-40.679253,-1.7496,-0.028579522,-24.227493,0.48475417,-6.600225,-3.9886417
b17eh,b17,-306.676,172.28691,-63.90701,28.941454,-39.17697,-17.291903,-24.609549,-13.291588,8.118482,-8.257583,-4.627572,-25.732916,-10.127601
b18eh,b18,-230.6903,146.88283,-90.5877,27.394054,-47.5126,-29.522934,-32.778187,-18.87383,15.55215,-11.756714,-6.2839284,-14.131322,-4.7243032
b19eh,b19,-293.17386,147.65924,-39.903763,60.102028,-51.81495,-56.469692,-40.584324,1.8746251,-4.6284523,-28.087399,16.365433,-7.7464995,-4.9076214
b21eh,b21,-235.25858,166.32368,-82.53957,60.45714,-41.12584,-25.407566,-43.28904,-20.161125,6.650571,-15.950007,-6.125075,-9.472113,-7.873764
b22eh,b22,-277.63052,129.186,-44.89107,43.742,-44.269966,-21.128538,-51.194187,-2.4668534,10.282699,-19.699131,1.672098,-10.785143,-1.0763849
b23eh,b23,-240.22679,120.69045,-92.313095,24.302101,-69.15853,-7.3318677,-14.299522,21.601496,-10.360252,-32.553326,-8.95084,-14.874308,8.030076
b24eh,b24,-258.35928,156.10143,-59.5407,42.79953,-41.119034,-19.926083,-51.508728,14.83001,3.346574,-28.308249,8.93278,-15.511779,-6.5518193
b25eh,b25,-247.20134,151.60251,-56.15649,34.178787,-56.037174,-33.618187,-52.75727,10.09193,2.8523812,-22.11597,0.050400972,-18.588688,-2.0341063
b26eh,b26,-264.28677,152.81992,-64.24433,35.32802,-54.909046,-23.563696,-48.464138,-13.112003,3.7383354,-13.418876,-11.276307,-15.756091,1.305222
b27eh,b27,-228.25014,122.578636,-66.10422,52.72375,-60.938606,-12.800971,-40.620964,-8.341844,10.187551,-12.107591,6.0957046,-20.251896,-5.45177
b28eh,b28,-260.06003,153.99376,-49.62994,52.350403,-47.86423,-39.52846,-43.81283,-11.817496,20.01093,-17.167019,-3.984103,-6.3717813,-3.455435
b29eh,b29,-234.84406,131.14664,-77.295784,47.221535,-66.91821,-9.963364,-46.84092,25.536692,6.7085056,-26.8069,7.3943253,-18.299147,5.0967665
g01eh,g01,-239.25175,150.61388,-70.52412,46.76188,-39.622746,-29.185312,-32.57918,-7.0175867,-0.23216112,-12.681159,-9.39803,-3.559259,-10.372186
g02eh,g02,-223.95372,144.74359,-93.563965,34.521545,-55.07238,-6.554241,-30.617382,7.8996015,6.32498,-34.73638,-14.483764,-10.309113,10.277795
g04eh,g04,-260.13983,159.05893,-68.8795,32.312004,-64.81397,-43.853302,-33.648838,7.550055,3.3498166,-31.348444,-8.318396,-15.97143,-6.4550257
g05eh,g05,-198.85435,138.58911,-94.61802,51.681602,-65.50967,-29.011202,-36.499924,2.4758914,1.0309956,-23.666822,-6.564596,-19.726458,-1.5609845
g06eh,g06,-223.54787,142.60956,-76.96488,58.030766,-47.54398,-20.661482,-45.611095,1.7614431,1.1111209,-14.081497,-0.52300125,-12.119099,5.3058085
g07eh,g07,-264.17596,144.64156,-53.448616,58.753338,-41.711506,-55.323853,-47.276447,-10.6378355,3.3278031,-22.85287,-3.6181557,-6.052556,-6.1424685
g08eh,g08,-282.55652,150.25046,-38.137054,42.494072,-65.12032,-55.373405,-37.737465,1.5889633,8.430597,-20.440586,-4.7569222,-5.4245896,-11.338209
g09eh,g09,-211.92465,133.4444,-89.61552,53.46916,-74.485565,-22.333889,-37.086113,9.721875,-3.4129817,-24.034327,10.077212,-14.176211,-4.3153543
g10eh,g10,-212.38103,148.60738,-58.93154,41.906776,-64.59179,-24.424435,-31.769016,18.784798,6.7706437,-13.629567,2.9442613,-13.351057,-3.492035
g11eh,g11,-227.63466,149.4682,-61.716244,54.51519,-56.69303,-13.461653,-44.18557,1.1560448,0.65409887,-19.218882,-10.174669,-24.238077,6.850809
g12eh,g12,-218.15985,119.619835,-73.52933,45.242584,-75.93652,-9.8167,-52.780518,13.486706,-1.32862,-19.31106,6.4375463,-19.119045,9.826157
g13eh,g13,-247.26375,137.07227,-75.306915,29.285513,-57.67517,-50.7153,-26.33624,-1.0371828,2.012985,-12.547418,-8.805478,-12.765492,-13.720085
g14eh,g14,-270.64066,161.26874,-37.238605,64.98021,-45.672115,-40.771004,-35.51673,-13.404726,5.9289618,-23.97982,7.3632574,-2.0809114,3.8445792
g15eh,g15,-209.75192,100.202194,-85.86552,62.5563,-78.90941,-12.297629,-26.205378,13.134982,-12.333933,-20.274433,-1.105243,-29.850468,-4.041276
g17eh,g17,-275.96994,133.67824,-61.04001,43.00466,-67.37688,-21.305355,-41.21589,-9.557451,17.088968,-18.342981,-8.002091,-17.249454,2.5313468
g18eh,g18,-256.37225,158.12297,-54.346207,47.441578,-59.906013,-12.077214,-27.589579,2.7660382,-9.995336,-29.97996,-9.800546,-21.185781,-7.0534887
g19eh,g19,-222.66522,153.30862,-68.416916,32.36708,-63.77785,-26.428574,-30.390892,2.876069,3.7926307,-21.686539,-17.685291,-17.624937,0.0902707
g20eh,g20,-220.41618,150.13132,-65.483505,34.33953,-72.161064,-14.052644,-15.0461235,7.561248,-10.671003,-22.008911,-6.6761355,-18.419342,-0.26687747
g21eh,g21,-216.92859,125.55391,-43.933884,41.683346,-70.95531,-4.8013077,-52.02086,21.805681,-3.653973,-22.807806,1.2606297,-17.991104,0.7531748
m01ei,m01,-229.05426,144.44296,-60.483982,77.57214,-8.067408,-36.28449,-63.26857,-0.85272413,-32.696987,-25.400114,-5.5183625,-25.681242,15.342349
m02ei,m02,-288.976,162.20084,-54.337547,82.71109,12.220481,-29.27948,-34.24778,2.5208225,-16.19735,-6.0256233,-14.599495,-6.6069202,4.775496
m03ei,m03,-266.52426,165.48814,-47.421795,79.868004,1.6199795,-15.371715,-55.7215,-3.7018147,-5.952456,-29.549715,-8.153443,-9.26557,1.7937613
m04ei,m04,-243.33366,169.39938,-23.811663,74.819954,-27.53967,-24.10824,-29.60315,-13.135585,-11.005688,-13.286242,-8.320738,-5.2722034,8.783644
m06ei,m06,-256.62787,137.66953,-82.32012,82.89,-12.671867,-41.48207,-45.989403,-16.674652,-12.7094,-18.319956,-14.928024,-5.609489,10.228653
m07ei,m07,-266.41263,160.31174,-42.95621,72.036804,-13.190009,-29.264791,-36.178764,-13.466609,2.8296814,-8.167118,-4.0227485,5.227595,2.926716
m08ei,m08,-256.28656,153.97813,-63.211838,60.037605,-2.1879795,-32.53373,-41.317944,-18.725878,-7.0944963,-10.866451,-3.8068662,-10.566439,9.351285
m09ei,m09,-239.95175,170.91821,-58.022938,65.125626,1.7459669,-22.919659,-49.396957,-2.7277515,-24.256086,-14.092214,-13.889788,-20.689508,3.3891418
m10ei,m10,-235.07324,135.87535,-67.26811,96.51481,2.6919608,-46.69444,-40.286327,-12.652845,-23.71815,-9.887014,-24.684422,-10.664511,3.738255
m11ei,m11,-252.93391,169.96745,-61.03085,79.548,8.603539,-36.20838,-40.614548,3.3688915,-23.885931,-17.795937,-9.014716,-21.499228,15.5483885
m13ei,m13,-254.46802,157.81859,-45.80599,88.4003,18.863928,-47.675636,-22.621466,-8.582569,-22.410385,-10.565302,-19.781315,-5.2084565,9.618064
m14ei,m14,-258.67532,155.1882,-46.215076,81.534,-19.949146,-26.79728,-49.613842,4.799653,-7.4941735,-18.322952,-7.552938,-5.0156903,3.9132614
m16ei,m16,-251.06798,167.36592,-72.41093,63.727013,21.683893,-47.62304,-40.62751,8.454646,-35.814735,3.5327766,-17.211786,-23.073124,22.049002
m17ei,m17,-250.93756,128.1213,-33.450825,86.226974,1.4532956,-27.24298,-63.37132,-16.171886,-10.450741,-34.32889,-12.868986,-18.965538,11.985989
m18ei,m18,-253.04033,150.72995,-29.889757,67.659035,-9.32447,-43.76324,-49.316956,-0.018482724,-42.08883,-24.173227,-4.771219,-15.897401,21.359863
m19ei,m19,-261.99188,156.53494,-42.088226,61.15644,-0.5996345,-33.090775,-56.31283,0.46189177,-28.069546,-22.578587,-6.3424172,-8.268465,14.550753
m20ei,m20,-273.03967,159.69931,-52.64018,45.000328,-10.201997,-17.227856,-61.785362,-3.403999,-14.059166,-8.396763,7.8269224,-29.378826,20.890974
m21ei,m21,-231.71017,136.5151,-54.793587,93.78788,-1.0024073,-31.823406,-39.329346,-25.121103,-20.07388,-13.092751,-25.545908,-18.023909,17.403873
m22ei,m22,-251.28314,184.49908,-64.6529,54.962402,7.398507,-49.23488,-42.92652,-8.641424,-14.305257,-23.68958,-8.656821,-6.7301784,2.2445002
m23ei,m23,-217.1369,154.21098,-64.52362,93.33991,-14.432113,-38.14202,-40.270493,-19.06912,-14.368671,-20.47574,-17.571728,-2.9157674,1.5030557
m24ei,m24,-266.03864,172.05397,-39.206406,45.916683,-14.885304,-28.560318,-59.577312,-3.7697043,-16.546822,-20.382353,-6.9147353,-8.091382,14.65287
m25ei,m25,-263.58664,168.05838,-30.176374,69.67367,-9.010426,-8.070012,-59.68261,-22.820818,-2.3835986,-21.565233,-8.998657,-6.9049797,8.308901
m26ei,m26,-274.1153,195.83481,-68.92916,57.399,22.277325,-50.281746,-54.999893,-3.374646,-32.472008,-1.5412982,-1.1663196,-14.113567,6.557555
m27ei,m27,-241.88902,169.72151,-64.20519,92.47332,-15.999063,-20.993954,-53.09496,1.7255125,-8.576936,-23.718847,-7.135192,-17.093481,1.5286201
m28ei,m28,-244.4362,166.55719,-40.704906,63.229614,13.313058,-47.1819,-39.786224,3.301322,-27.214746,-22.171495,-7.7886477,-4.93755,-1.1432682
m29ei,m29,-235.60689,140.60912,-62.906307,99.92112,8.128093,-42.160805,-20.175308,-1.1664172,-30.270163,-22.349577,-22.24161,-9.549715,-3.0597975
m30ei,m30,-260.40076,128.23247,-55.663544,130.40535,13.475517,-32.681957,-11.830537,-2.8023746,-33.5182,-12.211018,-17.154173,-10.144514,-2.9961395
m31ei,m31,-235.37988,147.9877,-28.35978,69.71395,5.9600782,-12.910214,-59.098133,0.46351203,-23.71484,-29.98067,-2.2766957,-14.145573,8.327917
m32ei,m32,-224.44345,146.06313,-31.497263,59.45744,-25.474497,-9.109933,-58.275173,2.4393125,-8.036821,-26.336992,9.0661335,-4.9592395,5.4193335
m33ei,m33,-320.969,170.17236,-19.284927,66.1759,7.67308,-28.469017,-50.475792,1.6987014,-8.262887,-22.632154,-13.586529,0.37981164,9.377152
m34ei,m34,-242.94681,166.78442,-25.717018,77.687935,-6.9223313,-15.330257,-61.882744,-4.5883684,-6.9330935,-31.48679,4.3957257,-13.800258,4.3795757
m35ei,m35,-230.06381,141.18495,-78.739204,80.43981,2.247556,-24.747272,-59.489456,6.004669,-39.882126,-14.971473,-4.867445,-28.69602,24.272078
m36ei,m36,-237.65031,161.45139,-60.9701,70.14306,1.0490476,-35.63254,-40.81171,-6.211635,-35.225426,-9.328263,-15.730528,-30.674778,25.523458
m37ei,m37,-250.66187,175.01816,-43.465565,57.722565,10.787989,-31.110004,-57.51302,-13.560321,-13.09032,-9.592099,5.836798,-15.613699,7.0615478
m38ei,m38,-269.1231,155.6246,-48.17958,71.68886,-2.4824529,-30.348833,-52.368866,-16.885288,-13.0596695,-33.27614,-13.3522415,2.888404,8.31419
m39ei,m39,-260.57568,144.98044,-33.09553,81.87361,-4.0006266,-47.83505,-34.653847,-28.69942,-25.318525,-27.53505,-14.359444,-8.810808,8.951452
m40ei,m40,-249.28592,154.08635,-26.238714,60.28982,-32.614464,5.8652835,-72.9442,-8.09755,1.4161857,-34.31893,4.358254,-2.7990973,-3.8407407
m41ei,m41,-254.56458,169.76193,-97.22976,86.71711,-8.555157,-35.085815,-35.3089,-26.186827,-2.424232,-13.751921,-12.883875,-6.3760543,0.90075547
m42ei,m42,-236.91962,163.99161,-58.90462,61.383316,-0.7648234,-30.143776,-53.485657,-16.496239,-8.481321,-3.7771616,7.8613586,-11.292036,25.591408
m44ei,m44,-318.31516,177.54999,-51.3741,58.042942,14.291406,-34.47426,-53.55699,20.907206,-34.69009,-2.522644,1.875981,-19.83289,26.735802
m45ei,m45,-312.48462,150.61642,-27.0262,83.6264,-23.246017,-68.006546,-25.12334,-18.890259,-20.860592,-24.415117,1.8220165,-1.1721057,-5.8861914
m47ei,m47,-265.44626,153.17827,-47.77886,50.918858,-0.850082,-21.04394,-49.849754,-20.568972,-31.174738,-24.014774,-6.4685373,-21.164034,7.7509584
