file_id,talker_id,f1,f2
m17ei,m17,445.11189298772825,2033.8743240019403
m18ei,m18,474.6620440907741,2052.99150852724
m19ei,m19,497.16046724429737,2169.994513513081
m20ei,m20,544.1205414252745,1953.3248323865864
m21ei,m21,424.6221031053056,2072.250005074701
m22ei,m22,500.77853614759374,2053.529244334587
m23ei,m23,470.7928038203296,2082.2219946335977
m24ei,m24,536.2199366806329,1712.4494288952228
m25ei,m25,479.21807733410463,1959.0435121159337
m26ei,m26,512.6351538183254,1886.4856480065307
m27ei,m27,474.5359825129201,2110.538526736276
m28ei,m28,475.1535616344507,2205.9606646187603
m29ei,m29,406.73389828234855,2248.644923925964
m30ei,m30,382.5579146692112,2366.1365176695326
m31ei,m31,469.6216998203215,2072.176343746639
m32ei,m32,526.9166071197794,2143.062167902102
m33ei,m33,472.04185120510783,2068.043578328675
m34ei,m34,469.01292922054586,2059.637630321028
m35ei,m35,450.1513024577726,1966.769739603176
m36ei,m36,475.4919561387828,1990.6764310518147
m37ei,m37,499.2434461755629,1923.643794047034
m38ei,m38,475.8831587638777,2060.57400268362
m39ei,m39,454.633010427531,2209.750986481437
m40ei,m40,527.1274953640005,1988.0535831045315
m41ei,m41,499.2436714145594,1908.4568385224795
m42ei,m42,546.661527619824,1916.9769811160213
m44ei,m44,503.4871258181537,1982.5628088905312
m45ei,m45,541.9580851522985,2452.9988045056925
m47ei,m47,478.1512513952621,1835.5860691759392
m48ei,m48,500.24014873547,2043.694017754602
m49ei,m49,447.75635484381576,2227.195845532676
m50ei,m50,485.3553885688758,2116.7155614184007
w01ei,w01,496.2998429578493,2444.091590794606
w02ei,w02,482.9296710818814,2654.7983387023705
w03ei,w03,628.192625440913,2451.4645846290023
w04ei,w04,610.7586394275069,2405.80882608964
w05ei,w05,482.5415379760655,1980.785619227038
w06ei,w06,463.49639167370566,2447.2022417802154
w07ei,w07,546.2944091894719,2480.018372063121
w08ei,w08,519.184394876273,2641.693581694318
w09ei,w09,522.4617309865736,1809.2705726733284
w10ei,w10,465.4310177033892,2440.876900396171
w11ei,w11,583.7733301381357,2283.609854186832
w12ei,w12,527.7249981817957,2398.745890935832
w13ei,w13,617.9231986444534,2441.0998547000613
w14ei,w14,584.0056962194683,2507.371178508424
w15ei,w15,518.1595968388425,2452.044659370034
w16ei,w16,609.1758641645029,2637.6216382650746
w17ei,w17,547.3161866840335,2467.891529874559
w19ei,w19,646.5820386761129,2414.2548353895486
w20ei,w20,575.5743673693461,2406.027401469242
w21ei,w21,515.091001397193,2190.3500141351624
w22ei,w22,539.4047554569871,2483.810023452266
w23ei,w23,523.0633474930619,2440.668646515636
w24ei,w24,614.7743988510891,1991.967169600397
w25ei,w25,612.9681460767749,2458.2487606017007
w26ei,w26,467.7453216499978,2389.0776397848035
w27ei,w27,564.0143679822484,2474.141489670478
w28ei,w28,545.5182177761146,2486.332767011073
w29ei,w29,539.5175445842422,2237.5532802655443
w30ei,w30,491.8069649611565,2648.179630266161
w31ei,w31,488.6588244639229,2427.4871022695816
w32ei,w32,583.6544376423014,2208.132715786992
w33ei,w33,519.7508473179518,1916.7656156123085
w34ei,w34,439.4500702020508,2622.008466119654
w35ei,w35,611.7458093705317,2522.193226533818
w36ei,w36,583.8632201840193,2283.2832019992816
w37ei,w37,527.0576981744215,2593.2319926977966
w38ei,w38,633.1109568162947,2494.453096706317
w39ei,w39,442.0166619525878,1980.404337943472
w40ei,w40,572.6277957176003,2289.4360046855127
w41ei,w41,558.0859643070127,2713.984627207805
w42ei,w42,484.8733750089102,2117.1916062954147
w44ei,w44,467.9273388004199,2337.6414492607773
w45ei,w45,589.020211929848,2390.302507418171
w46ei,w46,497.114960135549,2621.0654818187527
w47ei,w47,486.5489534362807,2673.148178406345
w48ei,w48,539.9181453833377,2202.698405294115
w49ei,w49,469.3824014920636,2744.950802456662
w50ei,w50,630.7974310851711,2463.9187190901785
b01ei,b01,573.3299672448852,2708.846308345394
b02ei,b02,553.0397469863796,2641.061924355384
b03ei,b03,586.0936796057229,2796.015269036923
b04ei,b04,603.1035766645556,2547.5379095359917
b05ei,b05,593.3214550963198,2766.7997743829706
b07ei,b07,627.1973028451201,2717.244746728836
b08ei,b08,668.9262052337111,2519.523813288325
b09ei,b09,831.4100369904334,2653.962707334369
b10ei,b10,709.297097340657,2868.366849798611
b11ei,b11,582.8060505283933,2653.632886510674
b12ei,b12,588.1018868886222,2714.3479748338627
b13ei,b13,574.2968806482614,2670.2586566721725
b14ei,b14,508.2371078362186,2900.989125024564
b15ei,b15,558.6572451086205,2796.136666693392
b16ei,b16,573.7764957808109,2584.734153993015
b17ei,b17,512.5595256275401,2549.8258321734484
b18ei,b18,637.5997375213166,2471.367484179872
b19ei,b19,610.886238995541,2705.0797248272343
b21ei,b21,498.7833201813198,2738.1005568564788
b22ei,b22,573.8300659465832,2668.113567448432
b23ei,b23,585.5843005130445,2812.241517252266
b24ei,b24,571.349875768155,2658.868912613429
b25ei,b25,517.7354976091156,2713.017552571032
b26ei,b26,623.0615800497559,2661.12347224317
b27ei,b27,503.788233238857,2908.8888936332046
b28ei,b28,540.1035984767927,2562.752840718797
b29ei,b29,662.3354861097624,2782.739712884551
g01ei,g01,495.8371337667828,2737.2875039515247
g02ei,g02,647.8596132370116,2757.9214587687093
g04ei,g04,562.1138845602131,2679.6081881255504
g05ei,g05,653.2610118435226,2662.185931166
g06ei,g06,571.3306052735395,2734.8906880964205
g07ei,g07,588.3458099238109,2526.969898250151
g08ei,g08,525.2397676350433,2840.4911678691874
g09ei,g09,567.4062305857408,2803.7594024296586
g10ei,g10,659.988549074799,2869.935810924618
g11ei,g11,533.7687373377696,2676.530854612776
g12ei,g12,614.0649146422286,2819.143838566913
g13ei,g13,550.6505710100245,2747.3875069767614
g14ei,g14,607.8323959254807,2648.882424726127
g15ei,g15,543.1876906034333,2838.425601875086
g17ei,g17,594.4913237457855,2611.7320929939024
g18ei,g18,559.3860699221191,3114.6131383272614
g19ei,g19,590.3010635422501,2732.3075542491288
g20ei,g20,609.9449673066131,2807.259715644567
g21ei,g21,804.6920113991283,2902.591229705761
m01er,m01,513.815039691232,1393.8076726667707
m02er,m02,445.86069679896553,1309.0453097863517
m03er,m03,473.23231618378446,1227.4644470399214
m04er,m04,475.126624140052,1231.2141141017134
m06er,m06,493.5570430699396,1531.0115005475895
m07er,m07,484.5982190227517,1210.63473948409
m08er,m08,500.7926644332626,1333.8045883017735
m09er,m09,478.025427332556,1369.784006794799
m10er,m10,469.13670242348326,1341.0270938432286
m11er,m11,447.765305388293,1362.8869035677503
m13er,m13,446.13051960293774,1239.5856489892722
m14er,m14,506.1694442661037,1413.189284385665
m16er,m16,453.9806787918824,1427.9071297744524
m17er,m17,419.21546729405753,1332.3639879701382
m18er,m18,512.0452508225138,1305.4267328948902
m19er,m19,506.0179093630918,1326.9831892251907
m20er,m20,474.1132727487711,1438.8218315796723
m21er,m21,472.7191184611199,1358.7006026717368
m22er,m22,483.4667528294455,1396.272240260142
m23er,m23,506.6977425016941,1226.3643906587065
m24er,m24,521.2276392240896,1301.9039316951907
m25er,m25,468.053609315921,1267.5369603826812
m26er,m26,477.764753109336,1428.0740590458408
m27er,m27,460.3078744749493,1502.0435052193316
m28er,m28,506.18920126051023,1403.2966284461884
m29er,m29,463.9326055355098,1378.2056259240865
m30er,m30,442.5188818581845,1426.9569756686155
m31er,m31,438.523312758045,1270.2165162886945
m32er,m32,500.7358090866092,1313.6388234833944
m33er,m33,477.60629589340107,1259.0681176283026
m34er,m34,456.6958530193226,1391.3847889461945
m35er,m35,453.5478126232483,1479.0716768741906
m36er,m36,488.7465423368544,1442.9895695564733
m37er,m37,448.937842655514,1339.4833866714253
m38er,m38,468.4607623241318,1261.3902605122855
m39er,m39,486.1964789151691,1195.9420836056584
m40er,m40,519.7675413421991,1406.8706603352398
m41er,m41,491.2987639053781,1491.5852993019644
m42er,m42,546.5688590646255,1264.3630166620771
m44er,m44,490.9143135163704,1346.2704222887446
m45er,m45,490.5040138075137,1304.302459023908
m47er,m47,462.4559232023804,1295.0446255554257
m48er,m48,480.3120275305548,1422.962851587232
m49er,m49,452.1618232411994,1317.0933246589077
m50er,m50,518.2341536629308,1295.296189693499
w01er,w01,477.2003383045825,1342.1741524182962
w02er,w02,508.1298292172081,1392.386436889543
w03er,w03,565.7861604720231,1335.8808056728108
w04er,w04,607.4397995436349,1665.0389648082455
w05er,w05,538.1891456798901,1438.8927087707768
w06er,w06,542.4151806135695,1569.109174103526
w07er,w07,570.1913251289178,1541.1549736533452
w08er,w08,537.6602515284611,1949.3132754525973
w09er,w09,511.3018638291294,1434.6223178866587
w10er,w10,499.6327045498815,1565.7327623484389
w11er,w11,561.2183741927995,1346.4899774964351
w12er,w12,553.5681131210571,1506.6560498869896
w13er,w13,559.7879112705361,1640.8945593511592
w14er,w14,565.6119760374394,1551.4975289409028
w15er,w15,489.8120551297292,1620.8020334945084
w16er,w16,614.1670888261447,1601.967713000984
w17er,w17,523.2223468441827,1418.2376324968186
w19er,w19,563.4344958377277,1368.7275031954875
w20er,w20,523.5337954701489,1498.501392419795
w21er,w21,467.2977625754019,1394.00701348282
w22er,w22,522.9790062911474,1581.9526127459908
w23er,w23,533.3660960854904,1654.5206518620805
w24er,w24,553.5181644711629,1752.6331630154723
w25er,w25,611.0938414200774,1435.1104448509748
w26er,w26,533.7956027926937,1467.391068562387
w27er,w27,532.7605800483659,1632.786198142462
w28er,w28,526.0594810671755,1745.401878551821
w29er,w29,606.2412476346651,1369.7652605791354
w30er,w30,575.1157164883812,1483.8496938680605
w31er,w31,550.2645809699394,1475.8317246308382
w32er,w32,593.9175339444781,1385.177442678848
w33er,w33,633.2883828872829,1732.8131924024449
w34er,w34,517.3356686539847,1422.0424920032783
w35er,w35,526.3729685700498,1409.4971657162864
w36er,w36,525.9192256974177,1472.520508266853
w37er,w37,483.4986071071436,1732.1954327930907
w38er,w38,642.5304224406948,1572.0369591835988
w39er,w39,525.2577415239056,1272.0538409692408
w40er,w40,576.5907842149634,1384.4383485750311
w41er,w41,552.5195661820097,1657.1432825175427
w42er,w42,479.8650104228666,1570.126563585265
w44er,w44,488.2719877151818,1358.5188185959078
w45er,w45,543.4050304935588,1640.4993290635264
w46er,w46,508.1900067227875,1546.320068067128
w47er,w47,501.0001199429194,1433.2774046485256
w48er,w48,652.3760674857513,1486.2589143470543
w49er,w49,505.3542351204828,1542.8167277975656
w50er,w50,551.226211440858,1606.7684606501025
b01er,b01,672.2424988042626,1788.5667806954275
b02er,b02,567.6722954428392,1839.764040731344
b03er,b03,645.0399522855379,1929.4370602917163
b04er,b04,610.1847716635303,2070.583096743469
b05er,b05,639.7443191450558,1839.9831656916217
b07er,b07,684.9214802249038,2173.947620381021
b08er,b08,520.4917648444585,1774.7988446201928
b09er,b09,588.781248914081,1897.7602865627011
b10er,b10,612.7708994241085,1988.0051143997712
b11er,b11,633.3393267792878,1838.0634686850224
b12er,b12,616.1966260312086,1947.8529998195856
b13er,b13,592.6036807360929,1928.675775468476
b14er,b14,671.8738578519793,1620.237182226206
b15er,b15,566.5387988163359,1871.9559766203847
b16er,b16,591.5759682826558,1760.0424662498217
b17er,b17,614.6070714540074,1955.6754230616573
b18er,b18,622.2628282232237,1970.115183652107
b19er,b19,596.8272471226576,2053.250150420245
b21er,b21,531.6426407796505,1795.0078308463842
b22er,b22,827.0523763009087,1903.6875341078064
b23er,b23,692.9572994487493,2204.259165602556
b24er,b24,735.8609962842859,1660.2393290769064
b25er,b25,538.5153723603835,1698.9535963423173
b26er,b26,584.6319716927507,1693.317033912456
b27er,b27,629.6522699014781,1871.8258854799744
b28er,b28,529.0326799191265,1696.0775161857791
b29er,b29,666.116711488769,1881.1795963069524
g01er,g01,770.489642370494,1937.1961449343933
g02er,g02,642.6484847599557,1898.0063389955933
g04er,g04,592.1377588538342,2090.052007565527
g05er,g05,628.8841535059352,1923.7168986536792
g06er,g06,686.2055610048835,1740.2446707255865
g07er,g07,574.9833201714602,1856.144949233557
g08er,g08,582.0643637795523,1584.7532208890589
g09er,g09,650.9162600578993,1877.831099589621
g10er,g10,662.5581195229694,1934.6569806173104
g11er,g11,658.8241595555792,1783.7069988260969
g12er,g12,652.0496654753464,1912.7636642256475
g13er,g13,664.599730404532,1710.9563872309027
g14er,g14,622.3464619044036,1769.2638268495284
g15er,g15,1024.3554975181398,1836.0183219551443
g17er,g17,673.0080276460518,1974.2484394334535
g18er,g18,607.1016531948411,2324.3139567134644
g19er,g19,768.4105755052091,2079.03228384746
g20er,g20,650.8044138457476,1647.3876009088872
g21er,g21,686.206953311548,1842.8721371569177
m01ih,m01,378.2459822098569,2156.0165805535203
m02ih,m02,407.33728575737314,1985.5912635751988
m03ih,m03,419.8669590020415,1916.7487527882488
m04ih,m04,463.2829262181738,2047.952220528456
m06ih,m06,456.20664648280336,1967.4978467290464
m07ih,m07,421.9886371127168,2147.92909813694
m08ih,m08,407.4135626980632,1956.9233866279371
m09ih,m09,407.7745567322464,1862.5604661598652
m10ih,m10,449.4558189714495,1902.551398353837
m11ih,m11,479.5485217112062,1955.880189863407
m13ih,m13,420.7274714723988,2005.0992014401131
m14ih,m14,456.28439966700216,2142.489998298962
m16ih,m16,418.7128212123092,1898.8605725161349
m17ih,m17,410.6194281173957,2027.8515721500755
m18ih,m18,496.6857613373687,1953.99720793353
m19ih,m19,472.7340853017688,2075.6268794703874
m20ih,m20,432.56073411542656,1570.3444913348856
m21ih,m21,422.7495939320029,1968.7545310128492
m22ih,m22,464.0387032239797,2063.79644144392
m23ih,m23,461.2161231782253,1964.4274467506343
m24ih,m24,515.9793132335574,1944.7032992067443
m25ih,m25,420.16949464552965,1965.7194145697745
m26ih,m26,443.67220877102073,1958.658390841735
m27ih,m27,459.6308067935123,1996.3514174610773
m28ih,m28,481.5009915588521,2122.758223584456
m29ih,m29,410.7261232364087,2071.0915862855145
m30ih,m30,401.6374619377823,2139.732645006344
m31ih,m31,448.95545572224034,2122.4023922388737
m32ih,m32,439.636543558577,2023.037540872622
m33ih,m33,446.0605756303357,1963.180327597068
m34ih,m34,393.9577223679592,1912.5346437432488
m35ih,m35,416.3067293831414,1999.2901601692856
m36ih,m36,433.36678036794416,1959.1295731460116
m37ih,m37,436.8647704739186,1847.503636949161
m38ih,m38,420.6679195891765,2143.907931234516
m39ih,m39,441.6355633839291,2081.530243496312
m40ih,m40,426.0105513623808,2044.965307413245
m41ih,m41,443.4037398545567,1850.2590862726663
m42ih,m42,474.9476032242246,1941.1458735104145
m44ih,m44,435.00251231248455,1974.1481486654648
m45ih,m45,461.9315567542808,2460.743453984973
m47ih,m47,410.4839272795031,1799.3289227864402
m48ih,m48,412.9439414162271,1992.458097786391
m49ih,m49,416.2350237564986,2252.758253020534
m50ih,m50,462.90823098682944,2085.433954188129
w01ih,w01,492.4876793515726,2249.0136359116564
w02ih,w02,472.0723176112836,2453.8526548157647
w03ih,w03,515.9339428629019,2325.22717368662
w04ih,w04,531.0868408602149,2374.376282411988
w05ih,w05,503.1324381471095,1927.3307455311765
w06ih,w06,526.9006553722179,2160.4162989338065
w07ih,w07,541.11782419205,2383.2800191355145
w08ih,w08,493.9637354769388,2321.9864593368097
w09ih,w09,506.7759149944462,2202.046890399707
w10ih,w10,483.3885469332765,2276.8320052767717
w11ih,w11,498.8540753050821,2362.6319419145807
w12ih,w12,483.3188861413975,2572.761812190714
w13ih,w13,549.1117192566354,2236.316463053221
w14ih,w14,495.0980852117539,2313.70692137144
w15ih,w15,480.35252077886616,2130.3018985434487
w16ih,w16,492.20914690112994,2563.5312720132074
w17ih,w17,492.4097449436611,2311.012560271931
w19ih,w19,507.1669289673279,2335.858525420795
w20ih,w20,497.3924951165712,2224.034914953064
w21ih,w21,467.5295063069809,2150.124710874988
w22ih,w22,458.48751577087086,2406.230160472949
w23ih,w23,546.7029699208755,2127.652852741576
w24ih,w24,527.6045862098055,1513.9188022734625
w25ih,w25,594.2825061484938,2408.273633940149
w26ih,w26,460.0245901753879,2299.3777659625457
w27ih,w27,508.4867776272724,2440.6575373608725
w28ih,w28,518.9385806373251,2336.3835079580267
w29ih,w29,529.108255843131,2526.8010462761786
w30ih,w30,510.0595778143449,2445.7493384630498
w31ih,w31,422.7850227594647,2190.4148314478066
w32ih,w32,510.4721615244862,2072.5378767892826
w33ih,w33,568.9958884398613,1427.5070400188267
w34ih,w34,476.6232602867128,2448.3357430462
w35ih,w35,455.4730355719856,2459.715972239062
w36ih,w36,487.2047148739216,2235.6960857016347
w37ih,w37,455.6787310809791,2445.5911415816563
w38ih,w38,483.0732329445482,2268.5489186127584
w39ih,w39,445.1507920730986,2545.163577455231
w40ih,w40,504.6072002398876,2324.577001388088
w41ih,w41,458.8017707987371,2622.6140897962277
w42ih,w42,474.0800372933717,2117.2021612270014
w44ih,w44,472.8954290830636,2233.620403835455
w45ih,w45,459.8108979388901,2353.032619939541
w46ih,w46,469.3969485190945,2475.373997683368
w47ih,w47,464.7638722612689,2254.0865410829224
w48ih,w48,492.4937879134168,2194.807128869521
w49ih,w49,464.4124746786763,2556.626819787034
w50ih,w50,501.1202597141111,2371.0776689108807
b01ih,b01,546.519564414268,2480.795962758962
b02ih,b02,573.5727394873796,2694.8071366716927
b03ih,b03,580.0072523000752,2721.555038128564
b04ih,b04,533.8651966866454,2469.272187734102
b05ih,b05,484.65741883703424,2560.0346686125567
b07ih,b07,616.1510825164371,2354.2446751176226
b08ih,b08,454.7041320627858,2927.893856103772
b09ih,b09,542.7108186616725,2569.282134677047
b10ih,b10,525.4082164336711,2708.667357839528
b11ih,b11,547.333277284112,2475.448770184381
b12ih,b12,547.8302175848188,2601.3195060441794
b13ih,b13,494.7610417510584,2502.3422620794736
b14ih,b14,477.60252741934585,2701.542454235293
b15ih,b15,563.0298504987927,2553.831455870616
b16ih,b16,562.5458209541317,2600.809339977327
b17ih,b17,499.0575356881708,2576.0151632342768
b18ih,b18,538.2770012453658,2396.733118355986
b19ih,b19,516.9255144024432,2748.792798949982
b21ih,b21,525.7331110448422,2659.928026296165
b22ih,b22,536.7529507202074,2604.315349735754
b23ih,b23,553.9419350014149,2816.751553180761
b24ih,b24,457.13054671977415,2847.33043971678
b25ih,b25,487.6035759177972,2627.9721155259685
b26ih,b26,698.6339397864405,2778.4929873975016
b27ih,b27,554.0397447022227,2601.438968045882
b28ih,b28,487.7573410273914,2653.248660896515
b29ih,b29,536.1875036931913,2589.1563927391967
g01ih,g01,494.2543655173483,2629.784187405776
g02ih,g02,742.2359147445806,2726.7342359180284
g04ih,g04,558.1578356527517,2467.884822783846
g05ih,g05,458.9199937331356,2837.352954691781
g06ih,g06,774.4797544477797,2752.529597252593
g07ih,g07,541.8377056408366,2576.717389566676
g08ih,g08,529.3793147467303,2757.698634886972
g09ih,g09,522.8612634495403,2878.187175081317
g10ih,g10,515.628712187678,2883.082940363048
g11ih,g11,510.43783067969616,2477.791359378796
g12ih,g12,553.3243709292799,2901.403324700457
g13ih,g13,532.4538870925569,2670.811093724457
g14ih,g14,531.170535561383,2804.207283911156
g15ih,g15,507.90366089517255,2835.450704629142
g17ih,g17,521.6244266990171,2609.969873449561
g18ih,g18,520.8944043207684,2774.8623687531194
g19ih,g19,559.1120800178708,2678.28404692312
g20ih,g20,519.1461799325698,2747.157998171303
g21ih,g21,570.26668903436,3031.678072192275
m01iy,m01,347.5295389499707,2413.7267999183155
m02iy,m02,332.2444615020962,2274.1093273478723
m03iy,m03,364.42036776641856,2242.481640260215
m04iy,m04,373.5320417989708,2352.476643983207
m06iy,m06,392.27631455772377,2359.3968446991225
m07iy,m07,372.4707243447391,2365.121374495333
m08iy,m08,333.8471105878454,2339.8586720264475
m09iy,m09,367.7502626134442,2058.620515730672
m10iy,m10,338.7206712707998,2226.541420008953
m11iy,m11,335.9100239914851,2252.140028604114
m13iy,m13,355.20970805346525,2203.916665215257
m14iy,m14,350.7549997087836,2474.9631170684465
m16iy,m16,320.40939106372514,2227.603069870352
m17iy,m17,334.32564444817007,2284.298275221869
m18iy,m18,380.0088275521193,2347.021296526093
m19iy,m19,357.9097510675946,2414.0190701788656
m20iy,m20,328.4569966764896,2315.4203890483805
m21iy,m21,353.70501512155806,2118.561502828319
m22iy,m22,380.0919642656142,2157.3863204020386
m23iy,m23,370.6605576808773,2207.312124652969
m24iy,m24,392.493260323718,2093.9142852269742
m25iy,m25,360.39803716155535,2226.300906862576
m26iy,m26,337.2213061135536,2203.9085379444846
m27iy,m27,354.31268112767714,2260.202591868255
m28iy,m28,368.4516472390055,2330.1050755770766
m29iy,m29,336.3412331092352,2369.6374807902034
m30iy,m30,372.6158851264472,2418.553010090456
m31iy,m31,334.304496579596,2332.934178488676
m32iy,m32,341.10233329114925,2222.265089817972
m33iy,m33,325.40123813547564,2447.4551964876573
m34iy,m34,361.9249123345034,2117.5144043020337
m35iy,m35,357.08104834871835,2102.7008232919693
m36iy,m36,370.3402467108135,2078.21956570398
m37iy,m37,417.6232785425863,2111.4731765325528
m38iy,m38,316.69337193038,2190.316019903118
m39iy,m39,375.78297974678514,2206.234739247649
m40iy,m40,368.0286318289804,2423.293216225302
m41iy,m41,413.148492136708,2213.277346677006
m42iy,m42,401.66850607690014,2183.511336670702
m44iy,m44,330.2685728916759,2260.478595998265
m45iy,m45,430.3864923091669,2423.835952629086
m47iy,m47,324.92881242853565,2058.498098830932
m48iy,m48,370.5662629959945,2502.7046584773752
m49iy,m49,383.6100773160431,2525.713908111029
m50iy,m50,356.29899027945095,2371.86851176168
w01iy,w01,452.25086831529177,2807.962483096936
w02iy,w02,441.8408113333679,2889.750904635713
w03iy,w03,389.1421531429581,2673.191746693209
w04iy,w04,427.8599568271258,2742.8497688063862
w05iy,w05,401.0687250544448,2705.1051058024354
w06iy,w06,447.7411179829576,2582.3324952373487
w07iy,w07,402.9113812720107,2641.615441541536
w08iy,w08,478.0906666601766,2709.803294636859
w09iy,w09,462.61923892253657,2793.5551324364046
w10iy,w10,477.4699705601402,2843.0949424827186
w11iy,w11,409.1351356847453,2650.2183691922114
w12iy,w12,443.0212648139348,2793.898920912117
w13iy,w13,443.9515250694757,2792.070861136511
w14iy,w14,441.6425882959504,2703.8885839147106
w15iy,w15,436.6759540252193,2819.252400432788
w16iy,w16,457.4652682711112,2923.422634007328
w17iy,w17,430.2585988204782,2647.4808615979964
w19iy,w19,492.3531880519462,2693.6093764671687
w20iy,w20,395.2294483452854,2588.263958019198
w21iy,w21,437.7783051669782,2481.687058413602
w22iy,w22,432.2784130721846,2590.762468421874
w23iy,w23,437.5235053705421,2588.207151005556
w24iy,w24,531.7232636276395,2944.335704192816
w25iy,w25,472.3741370815533,2899.831355889289
w26iy,w26,404.3907852592941,2580.8296203625496
w27iy,w27,483.8247736743684,2733.7550078768527
w28iy,w28,489.5817334413194,2658.653750088809
w29iy,w29,512.7068604160861,2335.8569848280613
w30iy,w30,467.4755707080528,2758.311060295749
w31iy,w31,459.9802507670727,2332.1343250030427
w32iy,w32,433.5288080836745,2729.3618606564696
w33iy,w33,505.0613969738688,2220.311335352819
w34iy,w34,434.74308187486827,2841.2812622648107
w35iy,w35,413.9076908778305,2728.2113676676245
w36iy,w36,437.8746686331162,2662.2372367685757
w37iy,w37,397.6044243937786,2789.814093540842
w38iy,w38,449.4690023404968,2913.1059189091743
w39iy,w39,422.1159456340611,2619.549191270223
w40iy,w40,400.0431868560286,2718.302836359093
w41iy,w41,443.1781925933095,2955.6717818375564
w42iy,w42,448.29812196679126,2656.875445606622
w44iy,w44,442.318423528586,2546.6245309193155
w45iy,w45,432.4320448976868,2490.328065341721
w46iy,w46,349.46942786433266,2071.1502611347278
w47iy,w47,451.2337592941774,2763.697041586143
w48iy,w48,493.4653176556568,2639.494894496125
w49iy,w49,423.680956557166,2855.182426532997
w50iy,w50,434.4048815330983,2806.507997653178
b01iy,b01,535.6904779745124,3112.5656120250705
b02iy,b02,437.2628128909362,3179.175900934325
b03iy,b03,440.09167239549146,3142.763405859072
b04iy,b04,519.0829004215822,2904.2683521320737
b05iy,b05,441.79664342446847,3175.3022286501728
b07iy,b07,516.7614850155904,3021.6463622399547
b08iy,b08,422.8286668030679,3192.2629011414133
b09iy,b09,516.1461135089311,2912.148938593352
b10iy,b10,458.246460314021,3204.972163420559
b11iy,b11,431.7214228665263,3052.3199936382584
b12iy,b12,521.1981771594607,3150.4611817177706
b13iy,b13,452.26698471794185,2863.045970462221
b14iy,b14,422.7994299274864,3345.5804498253124
b15iy,b15,474.5544715058304,3121.088317495565
b16iy,b16,423.0411777797832,2997.727617970476
b17iy,b17,493.9310654806071,2846.087010291081
b18iy,b18,527.0057784682535,2818.7634982433606
b19iy,b19,461.91815285443465,3198.203902248897
b21iy,b21,409.1103850642685,2967.6128447442416
b22iy,b22,537.6238787677587,3107.3586092264823
b23iy,b23,414.78766144795,3220.388678496445
b24iy,b24,429.49404058572367,3253.3561134632214
b25iy,b25,409.63133688978223,3091.1832755365767
b26iy,b26,457.2261884924344,3196.294957464381
b27iy,b27,527.0241419954075,3052.739290841647
b28iy,b28,373.3007209566589,3075.902446984396
b29iy,b29,392.47507183763054,3126.480067797557
g01iy,g01,387.3823252605685,3204.972415703394
g02iy,g02,480.5342286855891,3415.022099484703
g04iy,g04,430.3831462789019,3300.279533722105
g05iy,g05,459.0901195697903,3176.6474534877275
g06iy,g06,687.8267740573851,3086.763518180809
g07iy,g07,469.2016289361264,2806.8438305758195
g08iy,g08,466.8309058671115,3518.3187966766877
g09iy,g09,485.67699391265216,3240.7695682285803
g10iy,g10,450.6400738429172,3375.042039790198
g11iy,g11,448.0231302733265,2932.441659503471
g12iy,g12,437.7768136382052,3416.157499112937
g13iy,g13,436.4714263883124,3201.9581364530795
g14iy,g14,432.9775367116439,2819.867308347823
g15iy,g15,453.9984791194459,3361.7266803423167
g17iy,g17,462.4135295305069,3120.1528368583317
g18iy,g18,445.0410340876351,3393.847887006581
g19iy,g19,466.5036252266053,3099.538731976247
g20iy,g20,466.89677587973335,3314.550878983571
g21iy,g21,470.4892401647393,3083.440910741908
m01oa,m01,517.2472484308884,991.6455283041448
m02oa,m02,540.1389330616544,926.8877995414744
m03oa,m03,504.8927931535151,890.7578603524491
m04oa,m04,456.7050318827826,857.2556021151061
m06oa,m06,533.5426860027248,1007.0013567586836
m07oa,m07,519.8412785874309,1094.1215725368504
m08oa,m08,505.6400232682921,896.6506559372104
m09oa,m09,497.78654773659633,958.7578434447532
m10oa,m10,500.7173968687762,1042.343719992561
m11oa,m11,505.0764798276406,890.0709133058161
m13oa,m13,484.1991830399054,858.8505700470064
m14oa,m14,491.1619294353186,1071.8981665761148
m16oa,m16,437.4523191359714,882.6100381084632
m17oa,m17,440.0688432217485,779.8101037520261
m18oa,m18,461.9324361412689,801.581648331566
m19oa,m19,561.7826730301848,1024.5995629365195
m20oa,m20,548.2212067753201,1041.870934577001
m21oa,m21,572.1734115080242,950.5463854016934
m22oa,m22,539.3245283409917,1019.2744611242476
m23oa,m23,469.46417897517495,813.7626560971718
m24oa,m24,536.3052034679065,1009.1898102494332
m25oa,m25,491.4253820161308,951.3887458253472
m26oa,m26,443.7953429441906,876.2339338125003
m27oa,m27,537.5896158376828,905.4421102526942
m28oa,m28,521.6245575038797,983.405001490932
m29oa,m29,523.2795824639509,902.5676228253416
m30oa,m30,397.6524304507205,714.1239247471192
m31oa,m31,467.26060268196943,866.7222041421328
m32oa,m32,485.0153120966473,808.8697102361075
m33oa,m33,507.07987108401016,900.8767928046038
m34oa,m34,497.4775541295717,906.778912659791
m35oa,m35,480.0407245961027,988.710944249361
m36oa,m36,507.3367053437218,941.6907913015932
m37oa,m37,444.8904361750264,891.0272190401104
m38oa,m38,546.7587680531338,1074.0541011695584
